hash,horario_primeira_aparicao,horario_ultima_aparicao,posicao_inicial,posicao_final,id_imagem,numero_camera
c39df7be,2025-08-20 14:10:31,2025-08-20 14:10:52,"(370,80)","(137,387)",img_559,2
4bd77a79,2025-08-20 14:00:44,2025-08-20 14:01:19,"(465,82)","(164,160)",img_158,2
6ac0442d,2025-08-20 14:02:46,2025-08-20 14:03:24,"(413,434)","(129,461)",img_666,2
53565596,2025-08-20 14:02:43,2025-08-20 14:03:17,"(34,229)","(165,238)",img_186,2
a801bda4,2025-08-20 14:08:42,2025-08-20 14:09:13,"(494,221)","(252,203)",img_936,2
2f243005,2025-08-20 14:10:45,2025-08-20 14:11:25,"(225,45)","(418,103)",img_491,2
e104d186,2025-08-20 14:08:26,2025-08-20 14:08:46,"(406,78)","(270,378)",img_537,2
f7903088,2025-08-20 14:09:47,2025-08-20 14:10:24,"(175,245)","(185,278)",img_876,2
cc046bb1,2025-08-20 14:00:50,2025-08-20 14:01:26,"(308,240)","(373,458)",img_416,2
39fdc34c,2025-08-20 14:07:42,2025-08-20 14:08:16,"(164,280)","(437,300)",img_195,2
960af98a,2025-08-20 14:10:43,2025-08-20 14:11:18,"(99,162)","(199,277)",img_741,2
9a44591d,2025-08-20 14:01:46,2025-08-20 14:02:17,"(409,288)","(31,75)",img_545,2
1b5d1e8e,2025-08-20 14:07:40,2025-08-20 14:08:09,"(459,305)","(247,485)",img_698,2
79f2eca7,2025-08-20 14:09:34,2025-08-20 14:09:59,"(453,232)","(188,91)",img_519,2
9df15637,2025-08-20 14:07:47,2025-08-20 14:08:26,"(284,385)","(22,497)",img_817,2
60190de1,2025-08-20 14:00:43,2025-08-20 14:01:14,"(134,4)","(144,19)",img_317,2
1ff3715c,2025-08-20 14:02:26,2025-08-20 14:02:46,"(301,496)","(65,379)",img_151,2
b51f07c5,2025-08-20 14:10:28,2025-08-20 14:10:49,"(343,425)","(104,125)",img_934,2
d28b3658,2025-08-20 14:00:44,2025-08-20 14:01:15,"(473,312)","(55,4)",img_549,2
9a22e324,2025-08-20 14:04:45,2025-08-20 14:05:21,"(306,423)","(164,199)",img_546,2
e1fa6e86,2025-08-20 14:09:32,2025-08-20 14:09:55,"(119,355)","(401,499)",img_113,2
0a587b04,2025-08-20 14:01:44,2025-08-20 14:02:23,"(139,397)","(76,486)",img_903,2
c162a7a1,2025-08-20 14:04:26,2025-08-20 14:04:46,"(247,167)","(8,454)",img_279,2
d72da789,2025-08-20 14:06:33,2025-08-20 14:06:55,"(498,145)","(238,461)",img_168,2
fcbb4316,2025-08-20 14:04:31,2025-08-20 14:04:52,"(62,400)","(298,188)",img_841,2
98fb9c69,2025-08-20 14:04:34,2025-08-20 14:05:02,"(14,239)","(276,391)",img_483,2
b97a433c,2025-08-20 14:04:36,2025-08-20 14:05:05,"(72,288)","(382,373)",img_994,2
f4ed2e78,2025-08-20 14:01:35,2025-08-20 14:02:02,"(65,4)","(327,321)",img_467,2
43db29c6,2025-08-20 14:09:33,2025-08-20 14:10:01,"(25,211)","(226,406)",img_596,2
af5915a0,2025-08-20 14:07:37,2025-08-20 14:08:02,"(285,121)","(235,269)",img_860,2
6b457503,2025-08-20 14:09:39,2025-08-20 14:10:10,"(172,403)","(454,0)",img_161,2
da86ac9e,2025-08-20 14:02:44,2025-08-20 14:03:21,"(305,105)","(307,129)",img_148,2
83f7b540,2025-08-20 14:00:32,2025-08-20 14:00:57,"(60,480)","(244,186)",img_332,2
e69bc109,2025-08-20 14:05:52,2025-08-20 14:06:31,"(366,441)","(23,76)",img_906,2
2ba8741f,2025-08-20 14:08:39,2025-08-20 14:09:03,"(173,276)","(311,384)",img_670,2
2a3267e7,2025-08-20 14:01:55,2025-08-20 14:02:35,"(237,480)","(349,321)",img_836,2
c8d7681e,2025-08-20 14:03:50,2025-08-20 14:04:30,"(160,129)","(159,480)",img_237,2
59774d88,2025-08-20 14:02:36,2025-08-20 14:03:01,"(2,120)","(164,373)",img_843,2
8a7e4705,2025-08-20 14:00:27,2025-08-20 14:00:49,"(324,307)","(168,203)",img_727,2
dfcd4cf4,2025-08-20 14:10:48,2025-08-20 14:11:22,"(167,254)","(292,180)",img_601,2
805d8454,2025-08-20 14:10:37,2025-08-20 14:11:02,"(238,53)","(322,258)",img_470,2
402cb4cb,2025-08-20 14:00:50,2025-08-20 14:01:28,"(60,333)","(97,148)",img_907,2
0a63f7e1,2025-08-20 14:01:44,2025-08-20 14:02:20,"(262,362)","(284,233)",img_822,2
e332a0e7,2025-08-20 14:03:43,2025-08-20 14:04:16,"(215,359)","(432,491)",img_648,2
c4dae486,2025-08-20 14:09:46,2025-08-20 14:10:26,"(268,272)","(3,386)",img_495,2
70b42557,2025-08-20 14:02:42,2025-08-20 14:03:11,"(448,225)","(385,207)",img_760,2
047dcc3f,2025-08-20 14:09:47,2025-08-20 14:10:21,"(163,82)","(311,102)",img_282,2
a79f0210,2025-08-20 14:03:34,2025-08-20 14:04:02,"(83,259)","(430,417)",img_764,2
74a22d01,2025-08-20 14:09:31,2025-08-20 14:09:57,"(428,54)","(458,375)",img_593,2
aed8417c,2025-08-20 14:06:43,2025-08-20 14:07:21,"(261,93)","(457,205)",img_230,2
86d54490,2025-08-20 14:10:46,2025-08-20 14:11:19,"(52,94)","(464,382)",img_585,2
d1b8d9b8,2025-08-20 14:03:38,2025-08-20 14:04:08,"(2,441)","(354,80)",img_378,2
32551f5c,2025-08-20 14:05:36,2025-08-20 14:06:03,"(176,138)","(450,21)",img_573,2
05f183a2,2025-08-20 14:09:43,2025-08-20 14:10:11,"(96,382)","(14,253)",img_542,2
6b6257ea,2025-08-20 14:06:35,2025-08-20 14:07:04,"(362,292)","(204,464)",img_628,2
dcf83b0d,2025-08-20 14:05:38,2025-08-20 14:06:10,"(162,321)","(232,395)",img_731,2
7a74b0e5,2025-08-20 14:06:42,2025-08-20 14:07:10,"(125,91)","(224,57)",img_413,2
9a66857f,2025-08-20 14:04:49,2025-08-20 14:05:26,"(288,239)","(154,300)",img_749,2
6cc7735d,2025-08-20 14:02:34,2025-08-20 14:02:54,"(487,349)","(336,403)",img_117,2
4a8b15da,2025-08-20 14:03:31,2025-08-20 14:03:56,"(461,3)","(90,370)",img_495,2
61c2532e,2025-08-20 14:02:44,2025-08-20 14:03:16,"(373,46)","(72,394)",img_921,2
52a1a7d8,2025-08-20 14:05:49,2025-08-20 14:06:29,"(47,91)","(497,102)",img_239,2
38f048a2,2025-08-20 14:07:47,2025-08-20 14:08:24,"(448,129)","(394,500)",img_329,2
960c6a21,2025-08-20 14:07:37,2025-08-20 14:08:06,"(70,431)","(274,203)",img_301,2
edcd39f5,2025-08-20 14:08:44,2025-08-20 14:09:20,"(135,55)","(124,227)",img_848,2
fbc6addb,2025-08-20 14:10:47,2025-08-20 14:11:22,"(6,164)","(311,1)",img_853,2
98d0327b,2025-08-20 14:00:42,2025-08-20 14:01:13,"(36,344)","(23,118)",img_441,2
18e93f5e,2025-08-20 14:10:30,2025-08-20 14:10:53,"(231,383)","(121,366)",img_429,2
b7daa5ae,2025-08-20 14:10:31,2025-08-20 14:10:55,"(242,262)","(468,279)",img_168,2
394c54d6,2025-08-20 14:01:35,2025-08-20 14:01:59,"(239,170)","(491,334)",img_193,2
3748c588,2025-08-20 14:04:43,2025-08-20 14:05:17,"(450,183)","(66,246)",img_615,2
5dba9caa,2025-08-20 14:05:41,2025-08-20 14:06:12,"(210,47)","(126,392)",img_460,2
ca2e1316,2025-08-20 14:08:54,2025-08-20 14:09:34,"(114,253)","(407,2)",img_230,2
c1408840,2025-08-20 14:10:48,2025-08-20 14:11:26,"(386,129)","(91,239)",img_337,2
61823749,2025-08-20 14:03:39,2025-08-20 14:04:11,"(125,103)","(111,443)",img_887,2
