hash,horario_primeira_aparicao,horario_ultima_aparicao,posicao_inicial,posicao_final,id_imagem,numero_camera
829759bd,2025-08-20 14:04:56,2025-08-20 14:05:23,"(115,427)","(463,248)",img_488,9
829759bd,2025-08-20 14:05:38,2025-08-20 14:06:05,"(298,41)","(369,197)",img_243,10
95e08f24,2025-08-20 14:05:00,2025-08-20 14:05:25,"(172,365)","(139,395)",img_527,1
95e08f24,2025-08-20 14:05:32,2025-08-20 14:05:57,"(122,55)","(252,322)",img_223,2
95e08f24,2025-08-20 14:06:09,2025-08-20 14:06:34,"(395,394)","(269,42)",img_182,3
95e08f24,2025-08-20 14:06:40,2025-08-20 14:07:05,"(237,68)","(318,229)",img_989,4
95e08f24,2025-08-20 14:07:12,2025-08-20 14:07:37,"(321,243)","(171,400)",img_746,5
95e08f24,2025-08-20 14:07:43,2025-08-20 14:08:08,"(100,463)","(370,409)",img_965,6
95e08f24,2025-08-20 14:08:18,2025-08-20 14:08:43,"(107,53)","(24,262)",img_856,7
95e08f24,2025-08-20 14:08:53,2025-08-20 14:09:18,"(255,475)","(0,481)",img_397,8
95e08f24,2025-08-20 14:09:32,2025-08-20 14:09:57,"(236,264)","(62,328)",img_433,9
95e08f24,2025-08-20 14:10:02,2025-08-20 14:10:27,"(246,269)","(221,12)",img_507,10
ed9858d4,2025-08-20 14:08:00,2025-08-20 14:08:25,"(427,310)","(432,296)",img_965,1
ed9858d4,2025-08-20 14:08:33,2025-08-20 14:08:58,"(360,192)","(339,283)",img_490,2
ed9858d4,2025-08-20 14:09:08,2025-08-20 14:09:33,"(72,82)","(260,342)",img_790,3
ed9858d4,2025-08-20 14:09:40,2025-08-20 14:10:05,"(435,110)","(228,311)",img_855,4
ed9858d4,2025-08-20 14:10:17,2025-08-20 14:10:42,"(270,232)","(115,141)",img_693,5
ed9858d4,2025-08-20 14:10:54,2025-08-20 14:11:19,"(186,286)","(138,485)",img_657,6
ed9858d4,2025-08-20 14:11:28,2025-08-20 14:11:53,"(253,2)","(84,218)",img_194,7
ed9858d4,2025-08-20 14:12:03,2025-08-20 14:12:28,"(149,261)","(6,16)",img_753,8
ed9858d4,2025-08-20 14:12:36,2025-08-20 14:13:01,"(228,430)","(64,149)",img_864,9
ed9858d4,2025-08-20 14:13:07,2025-08-20 14:13:32,"(36,191)","(421,243)",img_215,10
ee40ca05,2025-08-20 14:02:00,2025-08-20 14:02:26,"(291,483)","(129,132)",img_279,1
ee40ca05,2025-08-20 14:02:33,2025-08-20 14:02:59,"(252,146)","(120,491)",img_778,2
ee40ca05,2025-08-20 14:03:04,2025-08-20 14:03:30,"(217,402)","(160,308)",img_573,3
ee40ca05,2025-08-20 14:03:42,2025-08-20 14:04:08,"(191,197)","(469,97)",img_805,4
ee40ca05,2025-08-20 14:04:18,2025-08-20 14:04:44,"(163,343)","(416,243)",img_746,5
ee40ca05,2025-08-20 14:04:56,2025-08-20 14:05:22,"(456,367)","(256,25)",img_697,6
ee40ca05,2025-08-20 14:05:27,2025-08-20 14:05:53,"(360,7)","(65,196)",img_932,7
ee40ca05,2025-08-20 14:06:03,2025-08-20 14:06:29,"(235,131)","(243,344)",img_338,8
ee40ca05,2025-08-20 14:06:41,2025-08-20 14:07:07,"(285,244)","(278,146)",img_665,9
ee40ca05,2025-08-20 14:07:16,2025-08-20 14:07:42,"(189,461)","(12,412)",img_782,10
fb204c2f,2025-08-20 14:04:00,2025-08-20 14:04:39,"(126,222)","(181,277)",img_427,1
fb204c2f,2025-08-20 14:04:54,2025-08-20 14:05:33,"(269,372)","(41,221)",img_874,2
fb204c2f,2025-08-20 14:05:48,2025-08-20 14:06:27,"(305,403)","(342,350)",img_577,3
fb204c2f,2025-08-20 14:06:37,2025-08-20 14:07:16,"(406,109)","(240,364)",img_849,4
fb204c2f,2025-08-20 14:07:21,2025-08-20 14:08:00,"(404,171)","(437,140)",img_991,5
fb204c2f,2025-08-20 14:08:14,2025-08-20 14:08:53,"(104,425)","(201,334)",img_584,6
fb204c2f,2025-08-20 14:09:06,2025-08-20 14:09:45,"(9,357)","(332,13)",img_184,7
fb204c2f,2025-08-20 14:09:54,2025-08-20 14:10:33,"(89,338)","(387,119)",img_704,8
fb204c2f,2025-08-20 14:10:45,2025-08-20 14:11:24,"(155,178)","(234,468)",img_449,9
fb204c2f,2025-08-20 14:11:29,2025-08-20 14:12:08,"(389,27)","(274,320)",img_159,10
5af7ed8b,2025-08-20 14:06:00,2025-08-20 14:06:28,"(406,467)","(368,247)",img_648,1
5af7ed8b,2025-08-20 14:06:43,2025-08-20 14:07:11,"(26,355)","(308,488)",img_620,2
5af7ed8b,2025-08-20 14:07:20,2025-08-20 14:07:48,"(107,42)","(48,188)",img_370,3
5af7ed8b,2025-08-20 14:08:03,2025-08-20 14:08:31,"(307,73)","(120,89)",img_477,4
5af7ed8b,2025-08-20 14:08:45,2025-08-20 14:09:13,"(222,452)","(172,205)",img_373,5
5af7ed8b,2025-08-20 14:09:25,2025-08-20 14:09:53,"(456,488)","(366,102)",img_567,6
5af7ed8b,2025-08-20 14:10:07,2025-08-20 14:10:35,"(212,280)","(242,319)",img_661,7
5af7ed8b,2025-08-20 14:10:50,2025-08-20 14:11:18,"(339,4)","(66,7)",img_543,8
5af7ed8b,2025-08-20 14:11:27,2025-08-20 14:11:55,"(4,213)","(422,306)",img_465,9
5af7ed8b,2025-08-20 14:12:02,2025-08-20 14:12:30,"(2,19)","(373,1)",img_644,10
0c20c5cb,2025-08-20 14:05:00,2025-08-20 14:05:29,"(91,194)","(221,282)",img_814,1
0c20c5cb,2025-08-20 14:05:37,2025-08-20 14:06:06,"(420,57)","(434,80)",img_374,2
0c20c5cb,2025-08-20 14:06:11,2025-08-20 14:06:40,"(404,334)","(359,500)",img_276,3
0c20c5cb,2025-08-20 14:06:47,2025-08-20 14:07:16,"(499,270)","(59,253)",img_541,4
0c20c5cb,2025-08-20 14:07:31,2025-08-20 14:08:00,"(293,215)","(134,274)",img_648,5
0c20c5cb,2025-08-20 14:08:15,2025-08-20 14:08:44,"(253,412)","(323,375)",img_501,6
0c20c5cb,2025-08-20 14:08:59,2025-08-20 14:09:28,"(40,137)","(386,170)",img_790,7
0c20c5cb,2025-08-20 14:09:33,2025-08-20 14:10:02,"(451,220)","(408,387)",img_486,8
0c20c5cb,2025-08-20 14:10:12,2025-08-20 14:10:41,"(106,350)","(289,169)",img_578,9
0c20c5cb,2025-08-20 14:10:52,2025-08-20 14:11:21,"(389,481)","(117,162)",img_725,10
46e1d509,2025-08-20 14:07:00,2025-08-20 14:07:40,"(440,459)","(206,250)",img_195,1
46e1d509,2025-08-20 14:07:45,2025-08-20 14:08:25,"(487,156)","(9,9)",img_659,2
46e1d509,2025-08-20 14:08:32,2025-08-20 14:09:12,"(103,75)","(32,220)",img_106,3
46e1d509,2025-08-20 14:09:24,2025-08-20 14:10:04,"(167,265)","(426,423)",img_273,4
46e1d509,2025-08-20 14:10:09,2025-08-20 14:10:49,"(357,105)","(3,118)",img_545,5
46e1d509,2025-08-20 14:10:57,2025-08-20 14:11:37,"(389,31)","(197,319)",img_718,6
46e1d509,2025-08-20 14:11:43,2025-08-20 14:12:23,"(270,317)","(252,475)",img_723,7
46e1d509,2025-08-20 14:12:30,2025-08-20 14:13:10,"(421,448)","(209,322)",img_648,8
46e1d509,2025-08-20 14:13:25,2025-08-20 14:14:05,"(413,232)","(291,48)",img_586,9
46e1d509,2025-08-20 14:14:10,2025-08-20 14:14:50,"(336,292)","(127,307)",img_187,10
1fa1edc9,2025-08-20 14:04:00,2025-08-20 14:04:40,"(368,241)","(66,6)",img_623,1
1fa1edc9,2025-08-20 14:04:50,2025-08-20 14:05:30,"(227,353)","(307,161)",img_536,2
1fa1edc9,2025-08-20 14:05:38,2025-08-20 14:06:18,"(156,295)","(334,173)",img_660,3
1fa1edc9,2025-08-20 14:06:27,2025-08-20 14:07:07,"(426,470)","(483,12)",img_235,4
1fa1edc9,2025-08-20 14:07:16,2025-08-20 14:07:56,"(237,392)","(186,335)",img_679,5
1fa1edc9,2025-08-20 14:08:09,2025-08-20 14:08:49,"(264,84)","(354,1)",img_128,6
1fa1edc9,2025-08-20 14:09:01,2025-08-20 14:09:41,"(306,412)","(137,162)",img_244,7
1fa1edc9,2025-08-20 14:09:51,2025-08-20 14:10:31,"(286,401)","(157,163)",img_413,8
1fa1edc9,2025-08-20 14:10:39,2025-08-20 14:11:19,"(498,411)","(223,396)",img_604,9
1fa1edc9,2025-08-20 14:11:33,2025-08-20 14:12:13,"(63,358)","(112,76)",img_352,10
8596a1df,2025-08-20 14:07:00,2025-08-20 14:07:36,"(107,284)","(477,434)",img_154,1
8596a1df,2025-08-20 14:07:47,2025-08-20 14:08:23,"(363,125)","(231,131)",img_781,2
8596a1df,2025-08-20 14:08:28,2025-08-20 14:09:04,"(20,361)","(92,159)",img_162,3
8596a1df,2025-08-20 14:09:13,2025-08-20 14:09:49,"(167,236)","(338,422)",img_773,4
8596a1df,2025-08-20 14:09:54,2025-08-20 14:10:30,"(0,25)","(347,191)",img_752,5
8596a1df,2025-08-20 14:10:38,2025-08-20 14:11:14,"(458,91)","(488,76)",img_483,6
8596a1df,2025-08-20 14:11:22,2025-08-20 14:11:58,"(101,495)","(100,151)",img_750,7
8596a1df,2025-08-20 14:12:07,2025-08-20 14:12:43,"(278,77)","(330,467)",img_333,8
8596a1df,2025-08-20 14:12:54,2025-08-20 14:13:30,"(124,70)","(166,421)",img_522,9
8596a1df,2025-08-20 14:13:45,2025-08-20 14:14:21,"(39,486)","(421,460)",img_446,10
e7535864,2025-08-20 14:06:00,2025-08-20 14:06:20,"(131,338)","(442,235)",img_436,1
e7535864,2025-08-20 14:06:27,2025-08-20 14:06:47,"(56,482)","(417,233)",img_538,2
e7535864,2025-08-20 14:06:59,2025-08-20 14:07:19,"(360,494)","(401,413)",img_392,3
e7535864,2025-08-20 14:07:25,2025-08-20 14:07:45,"(163,466)","(338,275)",img_129,4
e7535864,2025-08-20 14:07:56,2025-08-20 14:08:16,"(125,5)","(19,193)",img_620,5
e7535864,2025-08-20 14:08:30,2025-08-20 14:08:50,"(327,204)","(478,486)",img_545,6
e7535864,2025-08-20 14:08:55,2025-08-20 14:09:15,"(366,313)","(331,250)",img_122,7
e7535864,2025-08-20 14:09:28,2025-08-20 14:09:48,"(141,317)","(28,165)",img_321,8
e7535864,2025-08-20 14:10:01,2025-08-20 14:10:21,"(264,322)","(172,226)",img_688,9
e7535864,2025-08-20 14:10:30,2025-08-20 14:10:50,"(176,300)","(255,299)",img_628,10
234688d2,2025-08-20 14:05:00,2025-08-20 14:05:34,"(101,443)","(93,1)",img_748,1
234688d2,2025-08-20 14:05:42,2025-08-20 14:06:16,"(312,194)","(73,223)",img_881,2
234688d2,2025-08-20 14:06:23,2025-08-20 14:06:57,"(256,98)","(452,368)",img_386,3
234688d2,2025-08-20 14:07:02,2025-08-20 14:07:36,"(190,244)","(402,107)",img_222,4
234688d2,2025-08-20 14:07:44,2025-08-20 14:08:18,"(158,183)","(440,444)",img_215,5
234688d2,2025-08-20 14:08:28,2025-08-20 14:09:02,"(32,278)","(41,2)",img_408,6
234688d2,2025-08-20 14:09:15,2025-08-20 14:09:49,"(343,443)","(252,491)",img_273,7
234688d2,2025-08-20 14:09:59,2025-08-20 14:10:33,"(480,477)","(186,258)",img_847,8
234688d2,2025-08-20 14:10:43,2025-08-20 14:11:17,"(447,82)","(49,310)",img_775,9
234688d2,2025-08-20 14:11:25,2025-08-20 14:11:59,"(87,182)","(139,127)",img_238,10
e40c9cdc,2025-08-20 14:04:00,2025-08-20 14:04:34,"(497,97)","(305,205)",img_613,1
e40c9cdc,2025-08-20 14:04:46,2025-08-20 14:05:20,"(243,493)","(353,110)",img_851,2
e40c9cdc,2025-08-20 14:05:26,2025-08-20 14:06:00,"(377,391)","(72,252)",img_291,3
e40c9cdc,2025-08-20 14:06:05,2025-08-20 14:06:39,"(151,142)","(15,255)",img_677,4
e40c9cdc,2025-08-20 14:06:45,2025-08-20 14:07:19,"(254,321)","(401,358)",img_437,5
e40c9cdc,2025-08-20 14:07:26,2025-08-20 14:08:00,"(77,257)","(362,480)",img_710,6
e40c9cdc,2025-08-20 14:08:15,2025-08-20 14:08:49,"(99,38)","(201,79)",img_609,7
e40c9cdc,2025-08-20 14:09:01,2025-08-20 14:09:35,"(490,480)","(9,481)",img_666,8
e40c9cdc,2025-08-20 14:09:48,2025-08-20 14:10:22,"(487,321)","(387,434)",img_701,9
e40c9cdc,2025-08-20 14:10:35,2025-08-20 14:11:09,"(343,8)","(337,439)",img_972,10
cf20304c,2025-08-20 14:10:00,2025-08-20 14:10:30,"(73,2)","(231,230)",img_536,1
cf20304c,2025-08-20 14:10:44,2025-08-20 14:11:14,"(462,306)","(422,435)",img_427,2
cf20304c,2025-08-20 14:11:21,2025-08-20 14:11:51,"(309,248)","(182,245)",img_756,3
cf20304c,2025-08-20 14:12:01,2025-08-20 14:12:31,"(13,408)","(493,118)",img_910,4
cf20304c,2025-08-20 14:12:38,2025-08-20 14:13:08,"(358,403)","(374,39)",img_906,5
cf20304c,2025-08-20 14:13:15,2025-08-20 14:13:45,"(490,428)","(450,222)",img_407,6
cf20304c,2025-08-20 14:13:51,2025-08-20 14:14:21,"(339,78)","(291,3)",img_585,7
cf20304c,2025-08-20 14:14:30,2025-08-20 14:15:00,"(210,281)","(497,341)",img_675,8
cf20304c,2025-08-20 14:15:06,2025-08-20 14:15:36,"(132,226)","(321,71)",img_633,9
cf20304c,2025-08-20 14:15:43,2025-08-20 14:16:13,"(288,445)","(216,206)",img_703,10
260e4968,2025-08-20 14:05:00,2025-08-20 14:05:34,"(110,499)","(498,290)",img_683,1
260e4968,2025-08-20 14:05:41,2025-08-20 14:06:15,"(360,195)","(315,441)",img_610,2
260e4968,2025-08-20 14:06:27,2025-08-20 14:07:01,"(216,69)","(218,324)",img_188,3
260e4968,2025-08-20 14:07:09,2025-08-20 14:07:43,"(200,325)","(238,415)",img_921,4
260e4968,2025-08-20 14:07:49,2025-08-20 14:08:23,"(376,242)","(112,85)",img_901,5
260e4968,2025-08-20 14:08:30,2025-08-20 14:09:04,"(266,451)","(358,209)",img_901,6
260e4968,2025-08-20 14:09:19,2025-08-20 14:09:53,"(455,271)","(435,241)",img_325,7
260e4968,2025-08-20 14:10:00,2025-08-20 14:10:34,"(183,400)","(91,307)",img_198,8
260e4968,2025-08-20 14:10:45,2025-08-20 14:11:19,"(495,160)","(255,245)",img_579,9
260e4968,2025-08-20 14:11:34,2025-08-20 14:12:08,"(359,76)","(53,328)",img_521,10
af1e6b74,2025-08-20 14:10:00,2025-08-20 14:10:26,"(164,226)","(256,498)",img_971,1
af1e6b74,2025-08-20 14:10:37,2025-08-20 14:11:03,"(243,349)","(142,306)",img_257,2
af1e6b74,2025-08-20 14:11:16,2025-08-20 14:11:42,"(408,352)","(346,480)",img_393,3
af1e6b74,2025-08-20 14:11:54,2025-08-20 14:12:20,"(355,436)","(340,418)",img_513,4
af1e6b74,2025-08-20 14:12:26,2025-08-20 14:12:52,"(334,101)","(193,478)",img_667,5
af1e6b74,2025-08-20 14:12:59,2025-08-20 14:13:25,"(312,347)","(72,372)",img_724,6
af1e6b74,2025-08-20 14:13:31,2025-08-20 14:13:57,"(343,127)","(231,376)",img_599,7
af1e6b74,2025-08-20 14:14:04,2025-08-20 14:14:30,"(345,346)","(86,442)",img_703,8
af1e6b74,2025-08-20 14:14:43,2025-08-20 14:15:09,"(198,308)","(185,488)",img_818,9
af1e6b74,2025-08-20 14:15:19,2025-08-20 14:15:45,"(350,125)","(80,70)",img_608,10
30aa7fac,2025-08-20 14:04:00,2025-08-20 14:04:20,"(272,38)","(28,379)",img_311,1
30aa7fac,2025-08-20 14:04:26,2025-08-20 14:04:46,"(234,91)","(249,9)",img_823,2
30aa7fac,2025-08-20 14:04:55,2025-08-20 14:05:15,"(460,237)","(307,82)",img_494,3
30aa7fac,2025-08-20 14:05:29,2025-08-20 14:05:49,"(21,267)","(61,184)",img_148,4
30aa7fac,2025-08-20 14:05:57,2025-08-20 14:06:17,"(37,254)","(82,107)",img_313,5
30aa7fac,2025-08-20 14:06:26,2025-08-20 14:06:46,"(265,368)","(66,430)",img_661,6
30aa7fac,2025-08-20 14:07:00,2025-08-20 14:07:20,"(109,11)","(352,426)",img_606,7
30aa7fac,2025-08-20 14:07:25,2025-08-20 14:07:45,"(185,371)","(478,125)",img_199,8
30aa7fac,2025-08-20 14:07:56,2025-08-20 14:08:16,"(203,366)","(193,496)",img_198,9
30aa7fac,2025-08-20 14:08:23,2025-08-20 14:08:43,"(120,89)","(271,456)",img_176,10
69b24a51,2025-08-20 14:01:00,2025-08-20 14:01:36,"(54,346)","(186,328)",img_423,1
69b24a51,2025-08-20 14:01:47,2025-08-20 14:02:23,"(31,153)","(177,271)",img_256,2
69b24a51,2025-08-20 14:02:37,2025-08-20 14:03:13,"(89,40)","(318,61)",img_681,3
69b24a51,2025-08-20 14:03:26,2025-08-20 14:04:02,"(221,54)","(153,314)",img_511,4
69b24a51,2025-08-20 14:04:09,2025-08-20 14:04:45,"(124,339)","(175,468)",img_261,5
69b24a51,2025-08-20 14:04:59,2025-08-20 14:05:35,"(381,304)","(117,351)",img_950,6
69b24a51,2025-08-20 14:05:50,2025-08-20 14:06:26,"(432,433)","(337,154)",img_763,7
69b24a51,2025-08-20 14:06:36,2025-08-20 14:07:12,"(297,1)","(278,359)",img_845,8
69b24a51,2025-08-20 14:07:18,2025-08-20 14:07:54,"(29,184)","(83,433)",img_494,9
69b24a51,2025-08-20 14:08:03,2025-08-20 14:08:39,"(386,307)","(399,47)",img_951,10
3e8cbc58,2025-08-20 14:00:00,2025-08-20 14:00:22,"(391,216)","(339,147)",img_568,1
3e8cbc58,2025-08-20 14:00:28,2025-08-20 14:00:50,"(498,174)","(273,290)",img_634,2
3e8cbc58,2025-08-20 14:01:00,2025-08-20 14:01:22,"(413,346)","(203,201)",img_364,3
3e8cbc58,2025-08-20 14:01:32,2025-08-20 14:01:54,"(223,56)","(459,179)",img_176,4
3e8cbc58,2025-08-20 14:02:07,2025-08-20 14:02:29,"(425,195)","(342,295)",img_333,5
3e8cbc58,2025-08-20 14:02:41,2025-08-20 14:03:03,"(433,21)","(288,262)",img_898,6
3e8cbc58,2025-08-20 14:03:17,2025-08-20 14:03:39,"(193,385)","(429,236)",img_400,7
3e8cbc58,2025-08-20 14:03:50,2025-08-20 14:04:12,"(47,219)","(315,465)",img_175,8
3e8cbc58,2025-08-20 14:04:17,2025-08-20 14:04:39,"(395,446)","(34,335)",img_599,9
3e8cbc58,2025-08-20 14:04:54,2025-08-20 14:05:16,"(315,363)","(321,373)",img_407,10
a4257dab,2025-08-20 14:09:00,2025-08-20 14:09:38,"(475,237)","(187,117)",img_181,1
a4257dab,2025-08-20 14:09:45,2025-08-20 14:10:23,"(30,108)","(59,115)",img_343,2
a4257dab,2025-08-20 14:10:36,2025-08-20 14:11:14,"(39,132)","(438,42)",img_504,3
a4257dab,2025-08-20 14:11:26,2025-08-20 14:12:04,"(60,90)","(67,254)",img_740,4
a4257dab,2025-08-20 14:12:11,2025-08-20 14:12:49,"(326,313)","(213,315)",img_260,5
a4257dab,2025-08-20 14:12:57,2025-08-20 14:13:35,"(156,101)","(155,386)",img_839,6
a4257dab,2025-08-20 14:13:41,2025-08-20 14:14:19,"(168,125)","(144,224)",img_869,7
a4257dab,2025-08-20 14:14:27,2025-08-20 14:15:05,"(306,4)","(477,257)",img_380,8
a4257dab,2025-08-20 14:15:16,2025-08-20 14:15:54,"(113,150)","(250,265)",img_949,9
a4257dab,2025-08-20 14:16:02,2025-08-20 14:16:40,"(309,145)","(351,114)",img_496,10
17394f4f,2025-08-20 14:10:00,2025-08-20 14:10:30,"(319,337)","(350,268)",img_420,1
17394f4f,2025-08-20 14:10:35,2025-08-20 14:11:05,"(403,294)","(145,39)",img_439,2
17394f4f,2025-08-20 14:11:14,2025-08-20 14:11:44,"(381,417)","(460,244)",img_567,3
17394f4f,2025-08-20 14:11:54,2025-08-20 14:12:24,"(15,132)","(219,126)",img_108,4
17394f4f,2025-08-20 14:12:37,2025-08-20 14:13:07,"(358,434)","(291,16)",img_231,5
17394f4f,2025-08-20 14:13:17,2025-08-20 14:13:47,"(265,337)","(189,320)",img_713,6
17394f4f,2025-08-20 14:13:59,2025-08-20 14:14:29,"(48,92)","(476,82)",img_876,7
17394f4f,2025-08-20 14:14:37,2025-08-20 14:15:07,"(300,240)","(150,418)",img_952,8
17394f4f,2025-08-20 14:15:14,2025-08-20 14:15:44,"(142,390)","(164,460)",img_618,9
17394f4f,2025-08-20 14:15:51,2025-08-20 14:16:21,"(175,454)","(158,340)",img_498,10
3b919b90,2025-08-20 14:06:00,2025-08-20 14:06:40,"(466,430)","(297,255)",img_274,1
3b919b90,2025-08-20 14:06:53,2025-08-20 14:07:33,"(421,266)","(59,107)",img_625,2
3b919b90,2025-08-20 14:07:44,2025-08-20 14:08:24,"(405,159)","(155,70)",img_585,3
3b919b90,2025-08-20 14:08:37,2025-08-20 14:09:17,"(9,30)","(290,10)",img_594,4
3b919b90,2025-08-20 14:09:23,2025-08-20 14:10:03,"(291,315)","(212,254)",img_657,5
3b919b90,2025-08-20 14:10:11,2025-08-20 14:10:51,"(440,221)","(376,229)",img_433,6
3b919b90,2025-08-20 14:11:00,2025-08-20 14:11:40,"(286,390)","(335,230)",img_447,7
3b919b90,2025-08-20 14:11:50,2025-08-20 14:12:30,"(81,114)","(350,493)",img_395,8
3b919b90,2025-08-20 14:12:35,2025-08-20 14:13:15,"(378,155)","(148,120)",img_807,9
3b919b90,2025-08-20 14:13:25,2025-08-20 14:14:05,"(260,93)","(196,20)",img_249,10
c39df7be,2025-08-20 14:10:00,2025-08-20 14:10:21,"(328,222)","(495,129)",img_701,1
c39df7be,2025-08-20 14:10:31,2025-08-20 14:10:52,"(370,80)","(137,387)",img_559,2
c39df7be,2025-08-20 14:10:58,2025-08-20 14:11:19,"(396,9)","(153,245)",img_471,3
c39df7be,2025-08-20 14:11:30,2025-08-20 14:11:51,"(328,258)","(352,229)",img_520,4
c39df7be,2025-08-20 14:11:59,2025-08-20 14:12:20,"(426,245)","(67,190)",img_553,5
c39df7be,2025-08-20 14:12:27,2025-08-20 14:12:48,"(447,314)","(354,422)",img_769,6
c39df7be,2025-08-20 14:13:01,2025-08-20 14:13:22,"(81,310)","(195,101)",img_564,7
c39df7be,2025-08-20 14:13:31,2025-08-20 14:13:52,"(275,285)","(216,436)",img_476,8
c39df7be,2025-08-20 14:14:05,2025-08-20 14:14:26,"(474,6)","(101,135)",img_595,9
c39df7be,2025-08-20 14:14:40,2025-08-20 14:15:01,"(334,159)","(299,268)",img_622,10
4bd77a79,2025-08-20 14:00:00,2025-08-20 14:00:35,"(465,100)","(254,311)",img_274,1
4bd77a79,2025-08-20 14:00:44,2025-08-20 14:01:19,"(465,82)","(164,160)",img_158,2
4bd77a79,2025-08-20 14:01:27,2025-08-20 14:02:02,"(31,353)","(295,232)",img_896,3
4bd77a79,2025-08-20 14:02:07,2025-08-20 14:02:42,"(25,144)","(160,430)",img_594,4
4bd77a79,2025-08-20 14:02:52,2025-08-20 14:03:27,"(264,427)","(325,239)",img_872,5
4bd77a79,2025-08-20 14:03:35,2025-08-20 14:04:10,"(226,106)","(84,312)",img_591,6
4bd77a79,2025-08-20 14:04:25,2025-08-20 14:05:00,"(455,103)","(91,96)",img_350,7
4bd77a79,2025-08-20 14:05:09,2025-08-20 14:05:44,"(76,319)","(443,460)",img_522,8
4bd77a79,2025-08-20 14:05:49,2025-08-20 14:06:24,"(161,408)","(99,178)",img_854,9
4bd77a79,2025-08-20 14:06:31,2025-08-20 14:07:06,"(394,366)","(15,232)",img_509,10
